rank,name,team,position,salary,projected_underdog,ceiling,floor,value,ppg,rpg,apg,threes,stl,blk,to,gp
422,Miles Kelly,DAL,F,3500,6.37,8.0,4.8,2.29,2.8,1.6,0.7,0.7,0.3,0.0,0.3,12
423,Chaz Lanier,DET,F,3500,6.35,7.9,4.8,2.26,3.3,1.0,0.7,0.8,0.3,0.0,0.1,19
424,Kam Jones,IND,F,3500,6.35,7.9,4.8,2.26,2.6,1.0,1.3,0.3,0.3,0.0,0.3,16
425,Keshad Johnson,MIA,F,3500,6.33,7.9,4.7,2.26,3.1,1.9,0.1,0.3,0.2,0.2,0.4,21
426,Trey Alexander,NOP,F,3500,6.26,7.8,4.7,2.23,2.8,0.8,1.0,0.4,0.2,0.2,0.2,5
427,Emanuel Miller,CLE,F,3500,6.12,7.7,4.6,2.2,3.0,0.6,0.8,0.4,0.4,0.0,0.0,5
428,Duop Reath,POR,F,3500,6.09,7.6,4.6,2.17,2.9,1.2,0.3,0.7,0.2,0.3,0.2,32
429,Anthony Gill,WAS,F,3500,6.07,7.6,4.6,2.17,2.3,1.6,0.3,0.1,0.4,0.2,0.4,27
430,Xavier Tillman,CHA,F,3500,6.06,7.6,4.5,2.17,2.2,1.8,0.4,0.2,0.4,0.1,0.4,14
431,Pat Connaughton,CHA,F,3500,5.98,7.5,4.5,2.14,2.9,1.4,0.6,0.5,0.2,0.0,0.1,22
432,Kevin McCullar Jr.,NYK,F,3500,5.95,7.4,4.5,2.11,2.0,1.5,1.3,0.4,0.3,0.0,0.7,15
433,Elijah Harkless,UTA,F,3500,5.93,7.4,4.4,2.11,2.4,0.9,0.7,0.3,0.6,0.0,0.4,7
434,JD Davison,HOU,F,3500,5.83,7.3,4.4,2.09,2.2,0.9,1.1,0.3,0.2,0.2,0.3,24
435,Jae'Sean Tate,HOU,F,3500,5.75,7.2,4.3,2.06,2.6,1.5,0.5,0.2,0.2,0.1,0.3,31
436,AJ Johnson,DAL,F,3500,5.69,7.1,4.3,2.03,2.7,1.2,0.9,0.3,0.3,0.0,0.7,26
437,Jamison Battle,TOR,F,3500,5.68,7.1,4.3,2.03,3.2,1.4,0.4,0.6,0.1,0.1,0.4,38
438,Bobi Klintman,DET,F,3500,5.67,7.1,4.3,2.03,2.1,2.1,0.5,0.4,0.3,0.0,0.6,8
439,Yang Hansen,POR,F,3500,5.59,7.0,4.2,2.0,2.2,1.7,0.7,0.2,0.1,0.3,0.9,31
440,Hunter Tyson,DEN,F,3500,5.54,6.9,4.2,1.97,2.2,1.7,0.8,0.3,0.1,0.0,0.2,21
441,Lachlan Olbrich,CHI,F,3500,5.36,6.7,4.0,1.91,1.1,2.3,0.8,0.1,0.1,0.1,0.3,16
442,Rasheer Fleming,PHX,F,3500,5.26,6.6,3.9,1.89,2.4,1.3,0.2,0.3,0.2,0.2,0.2,29
443,Taelon Peter,IND,F,3500,5.25,6.6,3.9,1.89,1.9,1.0,0.9,0.5,0.3,0.1,0.4,23
444,Mohamed Diawara,NYK,F,3500,5.17,6.5,3.9,1.86,2.5,1.1,0.5,0.5,0.2,0.1,0.3,43
445,Drew Peterson,CHA,F,3500,5.15,6.4,3.9,1.83,0.8,1.5,0.3,0.0,0.5,0.2,0.0,6
446,Jordan McLaughlin,SAS,F,3500,5.09,6.4,3.8,1.83,2.0,0.7,0.7,0.4,0.5,0.0,0.3,24
447,Brooks Barnhizer,OKC,F,3500,4.99,6.2,3.7,1.77,1.6,1.7,0.5,0.2,0.2,0.1,0.3,28
448,Isaiah Crawford,HOU,F,3500,4.88,6.1,3.7,1.74,1.4,0.4,0.4,0.2,0.4,0.4,0.0,5
449,Andre Jackson Jr.,MIL,F,3500,4.86,6.1,3.6,1.74,1.5,0.8,1.0,0.2,0.3,0.1,0.3,24
450,Bronny James,LAL,F,3500,4.83,6.0,3.6,1.71,1.9,0.4,1.1,0.3,0.4,0.0,0.4,27
451,Jonathan Mogbo,TOR,F,3500,4.72,5.9,3.5,1.69,1.3,1.6,0.4,0.0,0.2,0.2,0.3,23
452,Leonard Miller,CHI,F,3500,4.61,5.8,3.5,1.66,2.2,1.3,0.3,0.1,0.3,0.0,0.5,20
453,Antonio Reeves,CHA,F,3500,4.59,5.7,3.4,1.63,3.0,0.7,0.3,0.7,0.1,0.0,0.0,7
454,Amir Coffey,PHX,F,3500,4.58,5.7,3.4,1.63,2.4,0.9,0.4,0.2,0.1,0.1,0.1,30
455,Jamal Cain,ORL,F,3500,4.49,5.6,3.4,1.6,2.7,0.7,0.3,0.3,0.2,0.1,0.4,19
456,Malevy Leons,GSW,F,3500,4.46,5.6,3.3,1.6,1.2,1.8,0.2,0.0,0.2,0.2,0.4,5
457,Javonte Cooke,POR,F,3500,4.31,5.4,3.2,1.54,1.6,0.8,0.5,0.2,0.5,0.0,0.5,13
458,Doug McDermott,SAC,F,3500,4.14,5.2,3.1,1.49,3.0,0.7,0.2,1.0,0.0,0.1,0.3,9
459,Adou Thiero,LAL,F,3500,4.09,5.1,3.1,1.46,1.3,1.2,0.3,0.0,0.3,0.1,0.3,15
460,Nigel Hayes-Davis,PHX,F,3500,4.09,5.1,3.1,1.46,1.3,1.2,0.3,0.1,0.3,0.1,0.3,27
461,Chris Youngblood,OKC,F,3500,4.03,5.0,3.0,1.43,2.0,0.9,0.3,0.5,0.1,0.1,0.1,32
462,Jahmir Young,MIA,F,3500,3.9,4.9,2.9,1.4,2.1,0.5,0.8,0.3,0.1,0.0,0.3,8
463,E.J. Liddell,BKN,F,3500,3.82,4.8,2.9,1.37,2.2,1.1,0.0,0.4,0.1,0.0,0.0,10
464,Jeff Green,HOU,F,3500,3.82,4.8,2.9,1.37,2.3,0.6,0.2,0.6,0.1,0.1,0.1,18
465,Johni Broome,PHI,F,3500,3.78,4.7,2.8,1.34,1.1,1.4,0.4,0.0,0.2,0.0,0.2,9
466,Thanasis Antetokounmpo,MIL,F,3500,3.77,4.7,2.8,1.34,1.3,0.6,0.1,0.0,0.4,0.2,0.2,17
467,Kyle Lowry,PHI,F,3500,3.7,4.6,2.8,1.31,1.0,0.5,1.2,0.3,0.2,0.0,0.3,6
468,Lindy Waters III,SAS,F,3500,3.66,4.6,2.7,1.31,1.9,0.8,0.4,0.5,0.1,0.0,0.1,28
469,Johnny Juzang,MIN,F,3500,3.51,4.4,2.6,1.26,2.0,0.8,0.3,0.3,0.1,0.0,0.2,21
470,Caleb Houstan,ATL,F,3500,3.4,4.2,2.5,1.2,2.3,0.5,0.2,0.6,0.1,0.1,0.4,10
471,Trey Jemison III,NYK,F,3500,3.4,4.2,2.5,1.2,0.9,1.5,0.2,0.0,0.1,0.2,0.5,10
472,Mark Sears,MIL,F,3500,3.31,4.1,2.5,1.17,3.1,0.3,0.3,0.6,0.0,0.0,0.6,7
473,Joe Ingles,MIN,F,3500,3.06,3.8,2.3,1.09,0.6,0.3,0.8,0.1,0.4,0.0,0.3,18
474,Khaman Maluach,PHX,F,3500,3.03,3.8,2.3,1.09,1.1,0.9,0.1,0.0,0.0,0.4,0.5,22
475,Curtis Jones,DEN,F,3500,3.01,3.8,2.3,1.09,1.5,0.8,0.5,0.2,0.0,0.0,0.2,6
476,Pacôme Dadiet,NYK,F,3500,2.89,3.6,2.2,1.03,0.7,0.7,0.5,0.1,0.2,0.0,0.0,20
477,Jacob Toppin,ATL,F,3500,2.74,3.4,2.1,0.97,1.6,0.2,0.2,0.0,0.0,0.2,0.0,5
478,Dario Šarić,DET,F,3500,2.64,3.3,2.0,0.94,1.0,1.2,0.4,0.2,0.0,0.0,0.4,5
479,Bismack Biyombo,SAS,F,3500,2.42,3.0,1.8,0.86,0.7,0.6,0.2,0.0,0.2,0.1,0.2,13
480,Garrett Temple,TOR,F,3500,1.81,2.3,1.4,0.66,0.3,0.3,0.3,0.1,0.2,0.1,0.2,13
481,Hunter Sallis,PHI,F,3500,1.62,2.0,1.2,0.57,1.0,0.1,0.6,0.0,0.0,0.1,0.7,7
482,Tyson Etienne,BKN,F,3500,1.55,1.9,1.2,0.54,1.5,0.0,0.1,0.5,0.0,0.0,0.1,8
483,Jahmyl Telfort,LAC,F,3500,0.93,1.2,0.7,0.34,0.1,0.4,0.1,0.0,0.1,0.0,0.1,8
484,Tosan Evbuomwan,CHA,F,3500,0.48,0.6,0.4,0.17,0.0,0.4,0.0,0.0,0.0,0.0,0.0,5
