rank,name,team,position,salary,projected_underdog,ceiling,floor,value,ppg,rpg,apg,threes,stl,blk,to,gp
252,Dru Smith,MIA,F,3500,17.22,21.5,12.9,6.14,6.2,2.6,2.7,0.7,1.5,0.3,0.9,53
253,Dereck Lively II,DAL,F,3500,17.21,21.5,12.9,6.14,4.3,5.3,1.9,0.0,0.6,1.6,1.4,7
254,Isaac Okoro,CHI,F,3500,17.17,21.5,12.9,6.14,8.8,2.6,1.5,1.1,0.6,0.5,0.6,45
255,Ryan Nembhard,DAL,F,3500,17.01,21.3,12.8,6.09,6.7,1.8,4.9,0.9,0.3,0.0,1.4,38
256,Landry Shamet,NYK,F,3500,16.98,21.2,12.7,6.06,9.3,1.9,1.4,2.1,0.5,0.2,0.4,28
257,Corey Kispert,ATL,F,3500,16.94,21.2,12.7,6.06,9.7,2.2,1.6,1.6,0.4,0.1,0.8,33
258,Bogdan Bogdanović,LAC,F,3500,16.81,21.0,12.6,6.0,7.6,2.8,2.6,1.4,0.5,0.1,1.3,17
259,Isaiah Jackson,LAC,F,3500,16.77,21.0,12.6,6.0,6.4,5.6,0.8,0.0,0.7,0.8,1.1,38
260,Luka Garza,BOS,F,3500,16.76,21.0,12.6,6.0,7.9,4.3,1.0,0.7,0.4,0.5,0.6,44
261,Alex Caruso,OKC,F,3500,16.69,20.9,12.5,5.97,6.1,2.7,2.1,1.0,1.4,0.4,0.8,34
262,Dean Wade,CLE,F,3500,16.57,20.7,12.4,5.91,5.8,4.1,1.6,1.2,0.8,0.4,0.3,43
263,Luke Kennard,LAL,F,3500,16.52,20.6,12.4,5.89,8.0,2.1,2.1,1.6,0.7,0.1,0.7,47
264,Cole Anthony,PHX,F,3500,16.4,20.5,12.3,5.86,6.7,2.5,3.5,0.6,0.6,0.3,1.9,35
265,Walter Clayton Jr.,MEM,F,3500,16.4,20.5,12.3,5.86,6.9,2.0,3.3,1.0,0.6,0.3,1.3,47
266,Jaden Ivey,CHI,F,3500,16.26,20.3,12.2,5.8,8.4,2.3,1.7,1.3,0.6,0.3,1.1,35
267,Buddy Hield,ATL,F,3500,16.25,20.3,12.2,5.8,8.0,2.5,1.5,1.5,0.8,0.2,1.0,44
268,Micah Potter,IND,F,3500,16.17,20.2,12.1,5.77,6.9,4.1,1.4,1.2,0.4,0.3,0.7,20
269,Cam Whitmore,WAS,F,3500,16.16,20.2,12.1,5.77,9.2,2.8,0.7,0.8,0.7,0.4,0.9,21
270,Jarred Vanderbilt,LAL,F,3500,16.12,20.2,12.1,5.77,5.1,5.1,1.4,0.5,1.0,0.4,1.0,42
271,Ryan Dunn,PHX,F,3500,16.12,20.2,12.1,5.77,6.0,4.1,1.5,0.8,0.9,0.4,0.9,46
272,Kris Murray,POR,F,3500,16.05,20.1,12.0,5.74,6.1,4.0,1.2,0.6,1.2,0.4,0.9,34
273,Blake Wesley,POR,F,3500,16.0,20.0,12.0,5.71,6.5,2.0,3.0,0.7,1.2,0.1,1.4,10
274,Tyrese Martin,BKN,F,3500,15.98,20.0,12.0,5.71,7.3,2.9,1.9,1.4,0.6,0.1,0.9,37
275,Oso Ighodaro,PHX,F,3500,15.85,19.8,11.9,5.66,5.4,4.5,1.8,0.0,0.9,0.6,1.3,53
276,Bones Hyland,MIN,F,3500,15.69,19.6,11.8,5.6,7.3,1.7,2.6,1.3,0.6,0.2,0.9,45
277,Javonte Green,DET,F,3500,15.66,19.6,11.7,5.6,7.1,2.8,0.7,1.1,1.4,0.3,0.7,51
278,Tolu Smith,DET,F,3500,15.52,19.4,11.6,5.54,5.2,5.6,0.8,0.0,0.4,1.0,0.8,5
279,Brook Lopez,LAC,F,3500,15.34,19.2,11.5,5.49,6.6,2.7,1.0,1.4,0.5,1.0,0.8,45
280,Kenrich Williams,OKC,F,3500,15.28,19.1,11.5,5.46,6.9,3.4,1.6,0.9,0.6,0.1,0.8,33
281,Paul Reed,DET,F,3500,15.21,19.0,11.4,5.43,5.7,4.3,1.2,0.2,0.8,0.6,0.9,36
282,Gary Trent Jr.,MIL,F,3500,15.17,19.0,11.4,5.43,8.5,1.1,1.5,2.0,0.6,0.1,0.6,46
283,Jordan Clarkson,NYK,F,3500,15.16,18.9,11.4,5.4,9.2,1.8,1.4,1.2,0.4,0.1,1.0,49
284,Sion James,CHA,F,3500,15.15,18.9,11.4,5.4,5.7,3.5,1.9,1.0,0.6,0.3,0.8,53
285,Will Richard,GSW,F,3500,14.98,18.7,11.2,5.34,6.7,2.4,1.4,1.1,1.2,0.1,0.8,48
286,Tre Mann,CHA,F,3500,14.96,18.7,11.2,5.34,7.3,2.3,2.2,1.3,0.4,0.1,1.4,32
287,Trendon Watford,PHI,F,3500,14.93,18.7,11.2,5.34,6.0,3.4,2.6,0.3,0.3,0.3,1.1,30
288,Patrick Williams,CHI,F,3500,14.85,18.6,11.1,5.31,6.8,3.0,1.2,1.3,0.6,0.3,0.9,49
289,Ben Sheppard,IND,F,3500,14.82,18.5,11.1,5.29,6.3,3.1,1.8,1.2,0.5,0.1,0.6,42
290,Nolan Traore,BKN,F,3500,14.8,18.5,11.1,5.29,6.8,1.5,3.0,1.0,0.4,0.3,1.4,29
291,Pat Spencer,GSW,F,3500,14.79,18.5,11.1,5.29,6.0,2.2,3.0,0.8,0.6,0.1,1.1,37
292,Sidy Cissoko,POR,F,3500,14.75,18.4,11.1,5.26,6.6,2.5,1.6,1.1,0.8,0.3,1.1,48
293,Javon Small,MEM,F,3500,14.74,18.4,11.1,5.26,5.9,2.2,3.3,0.8,0.3,0.2,1.1,19
294,Nae'Qwan Tomlin,CLE,F,3500,14.72,18.4,11.0,5.26,6.5,3.1,1.0,0.4,0.8,0.6,0.4,42
295,Quenton Jackson,IND,F,3500,14.71,18.4,11.0,5.26,7.8,1.8,1.8,0.8,0.7,0.2,1.1,24
296,Tidjane Salaün,CHA,F,3500,14.68,18.4,11.0,5.26,6.4,4.4,0.8,1.0,0.4,0.2,0.8,31
297,Jordan Walsh,BOS,F,3500,14.61,18.3,11.0,5.23,5.4,4.3,0.8,0.7,0.8,0.4,0.5,47
298,Kobe Sanders,LAC,F,3500,14.57,18.2,10.9,5.2,7.1,2.6,1.7,1.1,0.6,0.1,1.4,44
299,Josh Minott,BKN,F,3500,14.52,18.1,10.9,5.17,5.8,3.6,1.0,1.0,0.7,0.4,0.6,33
300,KJ Simpson,CHA,F,3500,14.52,18.1,10.9,5.17,6.0,2.1,2.5,0.9,1.1,0.0,1.7,14
301,Nique Clifford,SAC,F,3500,14.5,18.1,10.9,5.17,6.5,3.0,1.5,0.9,0.6,0.3,1.1,50
302,Jalen Pickett,DEN,F,3500,14.49,18.1,10.9,5.17,5.6,2.7,2.7,1.0,0.4,0.1,0.8,37
303,Moritz Wagner,ORL,F,3500,14.44,18.1,10.8,5.17,8.5,3.2,0.3,1.2,0.4,0.0,0.7,11
304,Bryce McGowens,NOP,F,3500,14.25,17.8,10.7,5.09,7.7,2.0,1.4,0.9,0.6,0.1,0.5,30
305,Spencer Jones,DEN,F,3500,14.22,17.8,10.7,5.09,6.0,3.1,0.8,1.0,0.9,0.4,0.6,46
306,Tristan Vukcevic,WAS,F,3500,14.15,17.7,10.6,5.06,7.5,2.5,1.1,0.6,0.3,0.7,1.2,33
307,Johnny Furphy,IND,F,3500,14.08,17.6,10.6,5.03,5.1,4.4,1.2,0.7,0.6,0.2,0.8,35
308,Jamaree Bouyea,PHX,F,3500,14.03,17.5,10.5,5.0,6.7,1.9,1.7,0.6,0.7,0.4,0.6,27
309,Jaxson Hayes,LAL,F,3500,13.91,17.4,10.4,4.97,6.4,3.8,0.8,0.0,0.4,0.6,0.5,42
310,Grant Williams,CHA,F,3500,13.86,17.3,10.4,4.94,5.9,3.8,1.0,1.0,0.4,0.2,0.6,12
311,Jared McCain,OKC,F,3500,13.75,17.2,10.3,4.91,6.6,2.0,1.7,1.2,0.6,0.1,0.8,38
312,Noah Penda,ORL,F,3500,13.66,17.1,10.2,4.89,5.0,3.8,1.2,0.7,0.6,0.4,0.8,36
313,Kasparas Jakučionis,MIA,F,3500,13.63,17.0,10.2,4.86,4.9,2.4,2.4,1.1,0.7,0.1,0.9,27
314,Ja'Kobe Walter,TOR,F,3500,13.49,16.9,10.1,4.83,6.3,2.2,1.0,1.1,0.9,0.2,0.5,44
315,Will Riley,WAS,F,3500,13.49,16.9,10.1,4.83,7.0,2.2,1.4,0.8,0.6,0.1,0.9,44
316,Mouhamed Gueye,ATL,F,3500,13.47,16.8,10.1,4.8,4.8,3.6,1.0,0.5,0.8,0.5,0.5,51
317,Mike Conley,MIN,F,3500,13.41,16.8,10.1,4.8,4.4,1.8,2.9,1.0,0.6,0.3,0.6,44
318,Bradley Beal,LAC,F,3500,13.16,16.4,9.9,4.69,8.2,0.8,1.7,1.2,0.5,0.0,1.5,6
319,Gui Santos,GSW,F,3500,13.11,16.4,9.8,4.69,5.4,2.8,1.4,0.9,0.6,0.3,0.9,42
320,Tyler Kolek,NYK,F,3500,13.03,16.3,9.8,4.66,5.0,1.9,3.0,0.8,0.4,0.1,1.1,46
321,Gary Payton II,GSW,F,3500,12.94,16.2,9.7,4.63,5.1,3.2,1.5,0.4,0.6,0.3,0.9,48
322,Taurean Prince,MIL,F,3500,12.92,16.1,9.7,4.6,6.1,1.6,1.0,1.5,0.8,0.3,0.6,8
323,Josh Okogie,HOU,F,3500,12.88,16.1,9.7,4.6,5.3,2.9,0.9,0.9,0.9,0.2,0.7,51
